timestamp,level,snoring
2026-06-03 00:58:59,508,0
2026-06-03 00:58:59,537,0
2026-06-03 00:58:59,1366,0
2026-06-03 00:58:59,1779,0
2026-06-03 00:58:59,2000,0
2026-06-03 00:58:59,2051,0
2026-06-03 00:58:59,2173,0
2026-06-03 00:58:59,1340,0
2026-06-03 00:58:59,892,0
2026-06-03 00:58:59,678,0
2026-06-03 00:58:59,598,0
2026-06-03 00:58:59,505,0
2026-06-03 00:58:59,531,0
2026-06-03 00:58:59,582,0
2026-06-03 00:58:59,729,0
2026-06-03 00:58:59,819,0
2026-06-03 00:58:59,780,0
2026-06-03 00:58:59,774,0
2026-06-03 00:58:59,736,0
2026-06-03 00:58:59,630,0
2026-06-03 00:58:59,531,0
2026-06-03 00:58:59,531,0
2026-06-03 00:58:59,569,0
2026-06-03 00:58:59,614,0
2026-06-03 00:58:59,812,0
2026-06-03 00:58:59,953,0
2026-06-03 00:58:59,1017,0
2026-06-03 00:58:59,969,0
2026-06-03 00:58:59,988,0
2026-06-03 00:58:59,774,0
2026-06-03 00:58:59,646,0
2026-06-03 00:58:59,700,0
2026-06-03 00:58:59,812,0
2026-06-03 00:58:59,1100,0
2026-06-03 00:58:59,1206,0
2026-06-03 00:58:59,1264,0
2026-06-03 00:58:59,1187,0
2026-06-03 00:58:59,1100,0
2026-06-03 00:58:59,729,0
2026-06-03 00:58:59,585,0
2026-06-03 00:58:59,563,0
2026-06-03 00:58:59,534,0
2026-06-03 00:58:59,560,0
2026-06-03 00:58:59,867,0
2026-06-03 00:58:59,1024,0
2026-06-03 00:58:59,1161,0
2026-06-03 00:58:59,1273,0
2026-06-03 00:58:59,1225,0
2026-06-03 00:58:59,995,0
2026-06-03 00:58:59,851,0
2026-06-03 00:58:59,681,0
2026-06-03 00:58:59,608,0
2026-06-03 00:58:59,864,0
2026-06-03 00:58:59,1004,0
2026-06-03 00:58:59,1024,0
2026-06-03 00:58:59,1091,0
2026-06-03 00:58:59,1110,0
2026-06-03 00:58:59,1024,0
2026-06-03 00:58:59,870,0
2026-06-03 00:58:59,1398,0
2026-06-03 00:58:59,1536,0
2026-06-03 00:58:59,1504,0
2026-06-03 00:58:59,1356,0
2026-06-03 00:58:59,1305,0
2026-06-03 00:58:59,819,0
2026-06-03 00:58:59,764,0
2026-06-03 00:58:59,758,0
2026-06-03 00:58:59,777,0
2026-06-03 00:58:59,835,0
2026-06-03 00:58:59,793,0
2026-06-03 00:58:59,694,0
2026-06-03 00:58:59,678,0
2026-06-03 00:58:59,732,0
2026-06-03 00:58:59,707,0
2026-06-03 00:58:59,688,0
2026-06-03 00:58:59,950,0
2026-06-03 00:58:59,1075,0
2026-06-03 00:58:59,1510,0
2026-06-03 00:58:59,1900,0
2026-06-03 00:58:59,2009,0
2026-06-03 00:58:59,2060,0
2026-06-03 00:58:59,2060,0
2026-06-03 00:59:00,1654,0
2026-06-03 00:59:00,1347,0
2026-06-03 00:59:00,1379,0
2026-06-03 00:59:00,1267,0
2026-06-03 00:59:00,1398,0
2026-06-03 00:59:00,1372,0
2026-06-03 00:59:00,1283,0
2026-06-03 00:59:00,1203,0
2026-06-03 00:59:00,1084,0
2026-06-03 00:59:00,886,0
2026-06-03 00:59:00,1453,0
2026-06-03 00:59:00,1689,0
2026-06-03 00:59:00,1824,0
2026-06-03 00:59:00,1993,0
2026-06-03 00:59:00,2019,0
2026-06-03 00:59:00,1404,0
2026-06-03 01:00:59,1222,0
2026-06-03 01:00:59,1187,0
2026-06-03 01:00:59,1472,0
2026-06-03 01:00:59,1555,0
2026-06-03 01:00:59,1577,0
2026-06-03 01:00:59,1561,0
2026-06-03 01:00:59,1452,0
2026-06-03 01:00:59,921,0
2026-06-03 01:00:59,800,0
2026-06-03 01:00:59,716,0
2026-06-03 01:00:59,745,0
2026-06-03 01:00:59,752,0
2026-06-03 01:00:59,732,0
2026-06-03 01:00:59,742,0
2026-06-03 01:00:59,822,0
2026-06-03 01:00:59,809,0
2026-06-03 01:00:59,838,0
2026-06-03 01:00:59,806,0
2026-06-03 01:00:59,764,0
2026-06-03 01:00:59,704,0
2026-06-03 01:00:59,707,0
2026-06-03 01:00:59,694,0
2026-06-03 01:00:59,790,0
2026-06-03 01:00:59,816,0
2026-06-03 01:00:59,854,0
2026-06-03 01:00:59,976,0
2026-06-03 01:00:59,995,0
2026-06-03 01:00:59,960,0
2026-06-03 01:00:59,1014,0
2026-06-03 01:00:59,1001,0
2026-06-03 01:00:59,992,0
2026-06-03 01:00:59,972,0
2026-06-03 01:00:59,947,0
2026-06-03 01:00:59,880,0
2026-06-03 01:00:59,1062,0
2026-06-03 01:00:59,908,0
2026-06-03 01:00:59,889,0
2026-06-03 01:00:59,899,0
2026-06-03 01:00:59,915,0
2026-06-03 01:00:59,755,0
2026-06-03 01:00:59,739,0
2026-06-03 01:00:59,726,0
2026-06-03 01:00:59,716,0
2026-06-03 01:00:59,694,0
2026-06-03 01:00:59,700,0
2026-06-03 01:00:59,681,0
2026-06-03 01:00:59,707,0
2026-06-03 01:00:59,710,0
2026-06-03 01:00:59,790,0
2026-06-03 01:00:59,768,0
2026-06-03 01:00:59,771,0
2026-06-03 01:00:59,726,0
2026-06-03 01:00:59,723,0
2026-06-03 01:00:59,694,0
2026-06-03 01:00:59,678,0
2026-06-03 01:00:59,780,0
2026-06-03 01:00:59,851,0
2026-06-03 01:00:59,851,0
2026-06-03 01:00:59,886,0
2026-06-03 01:00:59,931,0
2026-06-03 01:00:59,905,0
2026-06-03 01:00:59,947,0
2026-06-03 01:00:59,963,0
2026-06-03 01:00:59,908,0
2026-06-03 01:00:59,835,0
2026-06-03 01:00:59,832,0
2026-06-03 01:00:59,697,0
2026-06-03 01:00:59,656,0
2026-06-03 01:00:59,633,0
2026-06-03 01:00:59,636,0
2026-06-03 01:00:59,595,0
2026-06-03 01:00:59,700,0
2026-06-03 01:00:59,678,0
2026-06-03 01:00:59,627,0
2026-06-03 01:00:59,643,0
2026-06-03 01:00:59,620,0
2026-06-03 01:00:59,528,0
2026-06-03 01:00:59,592,0
2026-06-03 01:00:59,608,0
2026-06-03 01:00:59,592,0
2026-06-03 01:00:59,579,0
2026-06-03 01:00:59,604,0
2026-06-03 01:00:59,630,0
2026-06-03 01:00:59,624,0
2026-06-03 01:00:59,659,0
2026-06-03 01:00:59,681,0
2026-06-03 01:00:59,627,0
2026-06-03 01:00:59,579,0
2026-06-03 01:00:59,569,0
2026-06-03 01:00:59,576,0
2026-06-03 01:00:59,537,0
2026-06-03 01:00:59,560,0
2026-06-03 01:00:59,563,0
2026-06-03 01:00:59,576,0
2026-06-03 01:00:59,627,0
2026-06-03 01:00:59,684,0
2026-06-03 01:00:59,732,0
2026-06-03 01:00:59,710,0
2026-06-03 01:00:59,732,0
2026-06-03 01:00:59,675,0
2026-06-03 01:00:59,668,0
2026-06-03 01:00:59,617,0
2026-06-03 01:00:59,668,0
2026-06-03 01:00:59,707,0
2026-06-03 01:00:59,694,0
2026-06-03 01:00:59,694,0
2026-06-03 01:00:59,752,0
2026-06-03 01:00:59,723,0
2026-06-03 01:00:59,665,0
2026-06-03 01:00:59,652,0
2026-06-03 01:00:59,675,0
2026-06-03 01:00:59,668,0
2026-06-03 01:00:59,643,0
2026-06-03 01:00:59,684,0
2026-06-03 01:00:59,723,0
2026-06-03 01:00:59,659,0
2026-06-03 01:00:59,579,0
2026-06-03 01:00:59,576,0
2026-06-03 01:00:59,560,0
2026-06-03 01:00:59,521,0
2026-06-03 01:00:59,521,0
2026-06-03 01:00:59,531,0
2026-06-03 01:00:59,534,0
2026-06-03 01:00:59,515,0
2026-06-03 01:00:59,489,0
2026-06-03 01:00:59,476,0
2026-06-03 01:00:59,515,0
2026-06-03 01:00:59,544,0
2026-06-03 01:00:59,544,0
2026-06-03 01:00:59,531,0
2026-06-03 01:00:59,537,0
2026-06-03 01:00:59,531,0
2026-06-03 01:00:59,528,0
2026-06-03 01:00:59,566,0
2026-06-03 01:00:59,662,0
2026-06-03 01:00:59,726,0
2026-06-03 01:00:59,726,0
2026-06-03 01:00:59,707,0
2026-06-03 01:00:59,665,0
2026-06-03 01:00:59,608,0
2026-06-03 01:00:59,585,0
2026-06-03 01:00:59,582,0
2026-06-03 01:00:59,553,0
2026-06-03 01:00:59,694,0
2026-06-03 01:00:59,691,0
2026-06-03 01:00:59,656,0
2026-06-03 01:00:59,636,0
2026-06-03 01:00:59,700,0
2026-06-03 01:00:59,576,0
2026-06-03 01:00:59,572,0
2026-06-03 01:00:59,585,0
2026-06-03 01:00:59,585,0
2026-06-03 01:00:59,521,0
2026-06-03 01:00:59,505,0
2026-06-03 01:00:59,499,0
2026-06-03 01:00:59,499,0
2026-06-03 01:00:59,534,0
2026-06-03 01:00:59,601,0
2026-06-03 01:00:59,636,0
2026-06-03 01:00:59,652,0
2026-06-03 01:00:59,694,0
2026-06-03 01:00:59,649,0
2026-06-03 01:00:59,595,0
2026-06-03 01:00:59,553,0
2026-06-03 01:00:59,592,0
2026-06-03 01:00:59,563,0
2026-06-03 01:00:59,601,0
2026-06-03 01:00:59,1312,0
2026-06-03 01:00:59,1430,0
2026-06-03 01:00:59,1433,0
2026-06-03 01:00:59,1443,0
2026-06-03 01:00:59,1689,0
2026-06-03 01:00:59,1318,0
2026-06-03 01:00:59,1462,0
2026-06-03 01:00:59,1836,0
2026-06-03 01:00:59,1990,0
2026-06-03 01:00:59,1776,0
2026-06-03 01:00:59,1510,0
2026-06-03 01:00:59,1324,0
2026-06-03 01:00:59,934,0
2026-06-03 01:00:59,841,0
2026-06-03 01:00:59,1228,0
2026-06-03 01:00:59,1292,0
2026-06-03 01:00:59,1328,0
2026-06-03 01:00:59,1424,0
2026-06-03 01:00:59,1926,0
2026-06-03 01:00:59,1609,0
2026-06-03 01:00:59,1481,0
2026-06-03 01:00:59,1411,0
2026-06-03 01:00:59,1264,0
2026-06-03 01:00:59,688,0
2026-06-03 01:00:59,576,0
2026-06-03 01:00:59,617,0
2026-06-03 01:00:59,588,0
2026-06-03 01:00:59,646,0
2026-06-03 01:00:59,691,0
2026-06-03 01:00:59,684,0
2026-06-03 01:00:59,828,0
2026-06-03 01:00:59,2608,1
2026-06-03 01:00:59,4833,1
2026-06-03 01:00:59,5338,1
2026-06-03 01:00:59,6058,1
2026-06-03 01:00:59,6138,1
2026-06-03 01:00:59,4589,1
2026-06-03 01:00:59,3162,1
2026-06-03 01:00:59,2999,1
2026-06-03 01:00:59,2477,0
2026-06-03 01:00:59,2333,0
2026-06-03 01:00:59,2157,0
2026-06-03 01:00:59,1334,0
2026-06-03 01:00:59,976,0
2026-06-03 01:00:59,777,0
2026-06-03 01:00:59,668,0
2026-06-03 01:00:59,608,0
2026-06-03 01:00:59,620,0
2026-06-03 01:00:59,595,0
2026-06-03 01:00:59,588,0
2026-06-03 01:00:59,665,0
2026-06-03 01:00:59,729,0
2026-06-03 01:00:59,707,0
2026-06-03 01:00:59,723,0
2026-06-03 01:00:59,784,0
2026-06-03 01:00:59,806,0
2026-06-03 01:00:59,755,0
2026-06-03 01:00:59,777,0
2026-06-03 01:00:59,841,0
2026-06-03 01:00:59,934,0
2026-06-03 01:00:59,892,0
2026-06-03 01:00:59,915,0
2026-06-03 01:00:59,902,0
2026-06-03 01:00:59,896,0
2026-06-03 01:00:59,880,0
2026-06-03 01:00:59,851,0
2026-06-03 01:00:59,844,0
2026-06-03 01:00:59,1936,0
2026-06-03 01:00:59,2717,1
2026-06-03 01:00:59,2644,1
2026-06-03 01:00:59,2861,1
2026-06-03 01:00:59,2864,1
2026-06-03 01:00:59,1741,0
2026-06-03 01:00:59,889,0
2026-06-03 01:00:59,825,0
2026-06-03 01:00:59,640,0
2026-06-03 01:00:59,745,0
2026-06-03 01:00:59,1356,0
2026-06-03 01:00:59,1452,0
2026-06-03 01:00:59,1561,0
2026-06-03 01:00:59,1500,0
2026-06-03 01:00:59,1420,0
2026-06-03 01:00:59,806,0
2026-06-03 01:00:59,771,0
2026-06-03 01:00:59,697,0
2026-06-03 01:00:59,681,0
2026-06-03 01:00:59,1786,0
2026-06-03 01:00:59,2038,0
2026-06-03 01:00:59,2125,0
2026-06-03 01:00:59,2157,0
2026-06-03 01:00:59,2323,0
2026-06-03 01:00:59,1177,0
2026-06-03 01:00:59,1020,0
2026-06-03 01:00:59,950,0
2026-06-03 01:00:59,937,0
2026-06-03 01:00:59,777,0
2026-06-03 01:00:59,790,0
2026-06-03 01:00:59,745,0
2026-06-03 01:00:59,652,0
2026-06-03 01:00:59,588,0
2026-06-03 01:00:59,592,0
2026-06-03 01:00:59,668,0
2026-06-03 01:00:59,656,0
2026-06-03 01:00:59,672,0
2026-06-03 01:00:59,764,0
2026-06-03 01:00:59,758,0
2026-06-03 01:00:59,656,0
2026-06-03 01:00:59,688,0
2026-06-03 01:00:59,707,0
2026-06-03 01:00:59,595,0
2026-06-03 01:00:59,608,0
2026-06-03 01:00:59,611,0
2026-06-03 01:00:59,566,0
2026-06-03 01:00:59,521,0
2026-06-03 01:00:59,553,0
2026-06-03 01:00:59,598,0
2026-06-03 01:00:59,662,0
2026-06-03 01:00:59,691,0
2026-06-03 01:00:59,761,0
2026-06-03 01:00:59,784,0
2026-06-03 01:00:59,1683,0
2026-06-03 01:00:59,1753,0
2026-06-03 01:00:59,1958,0
2026-06-03 01:00:59,2339,0
2026-06-03 01:00:59,3165,1
2026-06-03 01:00:59,4055,1
2026-06-03 01:00:59,6154,1
2026-06-03 01:00:59,10178,1
2026-06-03 01:00:59,11986,1
2026-06-03 01:00:59,12598,1
2026-06-03 01:00:59,10962,1
2026-06-03 01:00:59,10879,1
2026-06-03 01:00:59,6984,1
2026-06-03 01:00:59,4961,1
2026-06-03 01:00:59,3645,1
2026-06-03 01:00:59,3463,1
2026-06-03 01:00:59,2106,0
2026-06-03 01:00:59,2307,0
2026-06-03 01:00:59,4506,1
2026-06-03 01:00:59,7205,1
2026-06-03 01:00:59,10633,1
2026-06-03 01:00:59,10130,1
2026-06-03 01:00:59,9941,1
2026-06-03 01:00:59,7957,1
2026-06-03 01:00:59,5319,1
2026-06-03 01:00:59,1904,0
2026-06-03 01:00:59,1750,0
2026-06-03 01:00:59,1497,0
2026-06-03 01:00:59,1254,0
2026-06-03 01:00:59,1081,0
2026-06-03 01:00:59,1046,0
2026-06-03 01:00:59,1321,0
2026-06-03 01:00:59,1827,0
2026-06-03 01:00:59,14230,1
2026-06-03 01:00:59,16534,1
2026-06-03 01:00:59,20193,1
2026-06-03 01:00:59,21064,1
2026-06-03 01:00:59,20776,1
2026-06-03 01:00:59,8273,1
2026-06-03 01:00:59,7256,1
2026-06-03 01:00:59,4029,1
2026-06-03 01:00:59,7092,1
2026-06-03 01:00:59,7618,1
2026-06-03 01:00:59,7768,1
2026-06-03 01:00:59,6481,1
2026-06-03 01:00:59,6065,1
2026-06-03 01:00:59,1741,0
2026-06-03 01:00:59,844,0
2026-06-03 01:00:59,614,0
2026-06-03 01:00:59,592,0
2026-06-03 01:00:59,582,0
2026-06-03 01:00:59,771,0
2026-06-03 01:00:59,1024,0
2026-06-03 01:00:59,1212,0
2026-06-03 01:00:59,1257,0
2026-06-03 01:00:59,1225,0
2026-06-03 01:00:59,1014,0
2026-06-03 01:00:59,1062,0
2026-06-03 01:00:59,963,0
2026-06-03 01:00:59,1542,0
2026-06-03 01:00:59,1696,0
2026-06-03 01:01:00,1881,0
2026-06-03 01:01:00,1673,0
2026-06-03 01:01:00,1689,0
2026-06-03 01:01:00,2390,0
2026-06-03 01:01:00,2397,0
2026-06-03 01:01:00,2707,1
2026-06-03 01:01:00,2902,1
2026-06-03 01:01:00,2822,1
2026-06-03 01:01:00,1526,0
2026-06-03 01:01:00,1590,0
2026-06-03 01:01:00,1388,0
2026-06-03 01:01:00,1145,0
2026-06-03 01:01:00,1270,0
2026-06-03 01:01:00,2512,1
2026-06-03 01:01:00,2605,1
2026-06-03 01:01:00,2342,0
2026-06-03 01:01:00,2378,0
2026-06-03 01:01:00,2710,1
2026-06-03 01:01:00,1424,0
2026-06-03 01:01:00,1129,0
2026-06-03 01:01:00,1641,0
2026-06-03 01:01:00,1616,0
2026-06-03 01:01:00,1107,0
2026-06-03 01:01:00,1152,0
2026-06-03 01:01:00,1136,0
2026-06-03 01:01:00,560,0
2026-06-03 01:01:00,1584,0
2026-06-03 01:01:00,2976,1
2026-06-03 01:01:00,3546,1
2026-06-03 01:01:00,3645,1
2026-06-03 01:01:00,14672,1
2026-06-03 01:01:00,15661,1
2026-06-03 01:01:00,14672,1
2026-06-03 01:01:00,15101,1
2026-06-03 01:01:00,16769,1
2026-06-03 01:01:00,15402,1
2026-06-03 01:01:00,15402,1
2026-06-03 01:01:00,15706,1
2026-06-03 01:01:00,14848,1
2026-06-03 01:01:00,13136,1
2026-06-03 01:01:00,3588,1
2026-06-03 01:01:00,1593,0
2026-06-03 01:01:00,950,0
2026-06-03 01:01:00,944,0
2026-06-03 01:01:00,940,0
2026-06-03 01:01:00,876,0
2026-06-03 01:01:00,867,0
2026-06-03 01:01:00,809,0
2026-06-03 01:01:00,835,0
2026-06-03 01:01:00,819,0
2026-06-03 01:01:00,931,0
2026-06-03 01:01:00,1136,0
2026-06-03 01:01:00,1161,0
2026-06-03 01:01:00,982,0
2026-06-03 01:01:00,976,0
2026-06-03 01:01:00,864,0
2026-06-03 01:01:00,748,0
2026-06-03 01:01:00,1059,0
2026-06-03 01:01:00,1164,0
2026-06-03 01:01:00,1324,0
2026-06-03 01:01:00,1360,0
2026-06-03 01:01:00,1292,0
2026-06-03 01:01:00,1024,0
2026-06-03 01:01:00,883,0
2026-06-03 01:01:00,700,0
2026-06-03 01:01:00,627,0
2026-06-03 01:01:00,694,0
2026-06-03 01:01:00,627,0
2026-06-03 01:01:00,1722,0
2026-06-03 01:01:00,2016,0
2026-06-03 01:01:00,2605,1
2026-06-03 01:01:00,2554,1
2026-06-03 01:01:00,2630,1
2026-06-03 01:01:00,1526,0
2026-06-03 01:01:00,1219,0
2026-06-03 01:01:00,656,0
2026-06-03 01:01:00,563,0
2026-06-03 01:01:00,1936,0
2026-06-03 01:01:00,2749,1
2026-06-03 01:01:00,3043,1
2026-06-03 01:01:00,3165,1
2026-06-03 01:01:00,3175,1
2026-06-03 01:01:00,1795,0
2026-06-03 01:01:00,1059,0
2026-06-03 01:01:00,780,0
2026-06-03 01:01:00,3181,1
2026-06-03 01:01:00,3872,1
2026-06-03 01:01:00,4096,1
2026-06-03 01:01:00,4196,1
2026-06-03 01:01:00,4276,1
2026-06-03 01:01:00,1779,0
2026-06-03 01:01:00,1136,0
2026-06-03 01:01:00,912,0
2026-06-03 01:01:00,5889,1
2026-06-03 01:01:00,7361,1
2026-06-03 01:01:00,7640,1
2026-06-03 01:01:00,7736,1
2026-06-03 01:01:00,7790,1
2026-06-03 01:01:00,2672,1
2026-06-03 01:01:00,1116,0
2026-06-03 01:01:00,844,0
2026-06-03 01:01:00,729,0
2026-06-03 01:01:00,1670,0
2026-06-03 01:01:00,2070,0
2026-06-03 01:01:00,2265,0
2026-06-03 01:01:00,2416,0
2026-06-03 01:01:00,2461,0
2026-06-03 01:01:00,1398,0
2026-06-03 01:01:00,1014,0
2026-06-03 01:01:00,841,0
2026-06-03 01:01:00,665,0
2026-06-03 01:01:00,8065,1
2026-06-03 01:01:00,8920,1
2026-06-03 01:01:00,9730,1
2026-06-03 01:01:00,10271,1
2026-06-03 01:01:00,10383,1
2026-06-03 01:01:00,2960,1
2026-06-03 01:01:00,2099,0
2026-06-03 01:01:00,1260,0
2026-06-03 01:01:00,755,0
2026-06-03 01:01:00,3008,1
2026-06-03 01:01:00,3831,1
2026-06-03 01:01:00,4311,1
2026-06-03 01:01:00,4573,1
2026-06-03 01:01:00,4580,1
2026-06-03 01:01:00,2250,0
2026-06-03 01:01:00,1417,0
2026-06-03 01:01:00,10322,1
2026-06-03 01:01:00,11030,1
2026-06-03 01:01:00,11683,1
2026-06-03 01:01:00,11801,1
2026-06-03 01:01:00,11795,1
2026-06-03 01:01:00,2400,0
2026-06-03 01:01:00,1744,0
2026-06-03 01:01:00,1056,0
2026-06-03 01:01:00,3367,1
2026-06-03 01:01:00,3924,1
2026-06-03 01:01:00,4320,1
2026-06-03 01:01:00,4103,1
2026-06-03 01:01:00,4109,1
2026-06-03 01:01:00,1635,0
2026-06-03 01:01:00,1065,0
2026-06-03 01:01:00,720,0
2026-06-03 01:01:00,3568,1
2026-06-03 01:01:00,4874,1
2026-06-03 01:01:00,5524,1
2026-06-03 01:01:00,5684,1
2026-06-03 01:01:00,5825,1
2026-06-03 01:01:00,2960,1
2026-06-03 01:01:00,1718,0
2026-06-03 01:01:00,1158,0
2026-06-03 01:01:00,4356,1
2026-06-03 01:01:00,5562,1
2026-06-03 01:01:00,5998,1
2026-06-03 01:01:00,6241,1
2026-06-03 01:01:00,6289,1
2026-06-03 01:01:00,3206,1
2026-06-03 01:01:00,1840,0
2026-06-03 01:01:00,1356,0
2026-06-03 01:01:00,1625,0
2026-06-03 01:01:00,3940,1
2026-06-03 01:01:00,4609,1
2026-06-03 01:01:00,5124,1
2026-06-03 01:01:00,5255,1
2026-06-03 01:01:00,4692,1
2026-06-03 01:01:00,2253,0
2026-06-03 01:01:00,1337,0
2026-06-03 01:01:00,835,0
2026-06-03 01:01:00,678,0
2026-06-03 01:01:00,633,0
2026-06-03 01:01:00,6427,1
2026-06-03 01:01:00,7781,1
2026-06-03 01:01:00,8149,1
2026-06-03 01:01:00,8421,1
2026-06-03 01:01:00,8472,1
2026-06-03 01:01:00,2669,1
2026-06-03 01:01:00,1296,0
2026-06-03 01:01:00,956,0
2026-06-03 01:01:00,681,0
2026-06-03 01:01:00,6753,1
2026-06-03 01:01:00,8354,1
2026-06-03 01:01:00,8991,1
2026-06-03 01:01:00,9128,1
2026-06-03 01:01:00,9215,1
2026-06-03 01:01:00,3095,1
2026-06-03 01:01:00,1907,0
2026-06-03 01:01:00,3786,1
2026-06-03 01:01:00,8641,1
2026-06-03 01:01:00,9983,1
2026-06-03 01:01:00,10488,1
2026-06-03 01:01:00,10306,1
2026-06-03 01:01:00,7828,1
2026-06-03 01:01:00,2800,1
2026-06-03 01:01:00,2118,0
2026-06-03 01:01:00,1853,0
2026-06-03 01:01:00,1651,0
2026-06-03 01:01:00,6759,1
2026-06-03 01:01:00,8203,1
2026-06-03 01:01:00,8382,1
2026-06-03 01:01:00,8309,1
2026-06-03 01:01:00,8373,1
2026-06-03 01:01:00,3194,1
2026-06-03 01:01:00,1821,0
2026-06-03 01:01:00,896,0
2026-06-03 01:01:00,787,0
2026-06-03 01:01:00,944,0
2026-06-03 01:01:00,2022,0
2026-06-03 01:01:00,2685,1
2026-06-03 01:01:00,2822,1
2026-06-03 01:01:00,2826,1
2026-06-03 01:01:00,2582,1
2026-06-03 01:01:00,1581,0
2026-06-03 01:01:00,848,0
2026-06-03 01:01:00,707,0
2026-06-03 01:01:00,640,0
2026-06-03 01:01:00,1136,0
2026-06-03 01:01:00,1212,0
2026-06-03 01:01:00,1248,0
2026-06-03 01:01:00,1238,0
2026-06-03 01:01:00,1318,0
2026-06-03 01:01:00,889,0
2026-06-03 01:01:00,816,0
2026-06-03 01:01:00,918,0
2026-06-03 01:01:00,1190,0
2026-06-03 01:01:00,1507,0
2026-06-03 01:01:00,1555,0
2026-06-03 01:01:00,1500,0
2026-06-03 01:01:00,1340,0
2026-06-03 01:01:00,1139,0
2026-06-03 01:01:00,787,0
2026-06-03 01:01:00,713,0
2026-06-03 01:01:00,806,0
2026-06-03 01:01:00,892,0
2026-06-03 01:01:00,902,0
2026-06-03 01:01:00,876,0
2026-06-03 01:01:00,857,0
2026-06-03 01:01:00,761,0
2026-06-03 01:01:00,819,0
2026-06-03 01:01:00,883,0
2026-06-03 01:01:00,883,0
2026-06-03 01:01:00,928,0
2026-06-03 01:01:00,912,0
2026-06-03 01:01:00,793,0
2026-06-03 01:01:00,710,0
2026-06-03 01:01:00,691,0
2026-06-03 01:01:00,598,0
